,Name,Age,Team,Medal
35131,Franz Wembacher,25.0,West Germany-1,Gold
35132,Wen Lirong,26.0,China,Silver
35133,Phillipp Wende,27.0,Germany,Gold
35134,Phillipp Wende,31.0,Germany,Gold
35135,James Isaac Wendell,21.0,United States,Silver
35136,"Kristen Elizabeth ""Krissy"" Wendell (-Pohl)",20.0,United States,Silver
35137,"Kristen Elizabeth ""Krissy"" Wendell (-Pohl)",24.0,United States,Bronze
35138,"Michael Vincent ""Mike"" Wenden",18.0,Australia,Gold
35139,"Michael Vincent ""Mike"" Wenden",18.0,Australia,Bronze
35140,"Michael Vincent ""Mike"" Wenden",18.0,Australia,Silver
35141,Dieter Wendisch,23.0,East Germany,Gold
35142,Dieter Wendisch,27.0,East Germany,Gold
35143,Ingrid Wendl (-Turkovi),15.0,Austria,Bronze
35144,Tobias Wendl,26.0,Germany-1,Gold
35145,Tobias Wendl,26.0,Germany,Gold
35146,Heidi Weng,22.0,Norway,Bronze
35147,Lauren Ashley Wenger (-Trapani),24.0,United States,Silver
35148,Lauren Ashley Wenger (-Trapani),28.0,United States,Gold
35149,"Egbert Rolf ""Erben"" Wennemars",30.0,Netherlands,Bronze
35150,Oskar Edvard Wennerholm,22.0,Sweden,Gold
35151,Gunnar Erik Emanuel Wennerstrm,28.0,Sweden,Bronze
35152,Anna Ulrika Maria Wennerstrm,28.0,Sweden,Silver
35153,Stig Henrik Wennerstrm,29.0,Sweden,Silver
35154,"Siegfried ""Siggi"" Wentz",24.0,West Germany,Bronze
35155,Friedhelm Wentzke,24.0,Germany,Gold
35156,Friedhelm Wentzke,29.0,Germany,Silver
35157,"Andreas ""Andi"" Wenzel",21.0,Liechtenstein,Silver
35158,"Andreas ""Andi"" Wenzel",25.0,Liechtenstein,Bronze
35159,"Hannelore ""Hanni"" Wenzel (-Weirather)",19.0,Liechtenstein,Bronze
35160,"Hannelore ""Hanni"" Wenzel (-Weirather)",23.0,Liechtenstein,Silver
35161,"Hannelore ""Hanni"" Wenzel (-Weirather)",23.0,Liechtenstein,Gold
35162,Hartmut Wenzel,29.0,West Germany,Bronze
35163,Kirsten Wenzel (-Strohbach),19.0,East Germany,Gold
35164,Peter Wenzel,24.0,East Germany,Bronze
35165,Joseph Werbrouck,26.0,Belgium,Bronze
35166,Ulla Werbrouck,24.0,Belgium,Gold
35167,"John Bradley ""Brad"" Werenka",25.0,Canada,Silver
35168,Walter Werginz,23.0,Austria,Silver
35169,Lajos Werkner,24.0,Hungary,Gold
35170,Lajos Werkner,28.0,Hungary,Gold
35171,Karl Oskar Georg Werner,20.0,Sweden,Bronze
35172,Jan Werner,29.0,Poland,Silver
35173,Joachim Werner,25.0,Germany,Gold
35174,"Marianne Werner (Schulze-Entrup-, -Ader)",28.0,Germany,Silver
35175,"Marianne Werner (Schulze-Entrup-, -Ader)",32.0,Germany,Bronze
35176,"Tommy Henrik ""Tom"" Werner",26.0,Sweden,Silver
35177,"Petrus Adrianus ""Piet"" Wernink, Jr.",25.0,Oranje,Gold
35178,Henri Wernli,25.0,Switzerland,Silver
35179,Stefani Werremeier,23.0,Germany,Silver
35180,Clas-Axel Wersll,23.0,Sweden,Gold
35181,Claes Ture Wersll,22.0,Sweden,Bronze
35182,Isabelle Regina Werth,23.0,Germany,Silver
35183,Isabelle Regina Werth,23.0,Germany,Gold
35184,Isabelle Regina Werth,26.0,Germany,Gold
35185,Isabelle Regina Werth,31.0,Germany,Silver
35186,Isabelle Regina Werth,31.0,Germany,Gold
35187,Isabelle Regina Werth,39.0,Germany,Silver
35188,Isabelle Regina Werth,39.0,Satchmo,Gold
35189,Isabelle Regina Werth,47.0,Germany,Silver
35190,Isabelle Regina Werth,47.0,Germany,Gold
35191,"Leonard Hugo ""Leo"" Wery",26.0,Netherlands,Silver
35192,Benjamin We,23.0,Germany,Gold
35193,Benjamin We,26.0,Germany,Gold
35194,Timo We,22.0,Germany,Bronze
35195,Timo We,26.0,Germany,Gold
35196,Timo We,30.0,Germany,Gold
35197,Seth Benjamin Wescott,29.0,United States,Gold
35198,Seth Benjamin Wescott,33.0,United States,Gold
35199,Andr Weels,30.0,Germany,Bronze
35200,Christopher Wesley,25.0,Germany,Gold
35201,Christopher Wesley,29.0,Germany,Bronze
35202,Gerd Wessig,21.0,East Germany,Gold
35203,Ansgar Wessling,27.0,West Germany,Gold
35204,Ansgar Wessling,31.0,Germany,Bronze
35205,Allen Tarwater West,31.0,United States-3,Bronze
35206,"Jerome Alan ""Jerry"" West",22.0,United States,Gold
35207,"A. Joshua ""Josh"" West",31.0,Great Britain,Silver
35208,Kieran Martin West,22.0,Great Britain,Gold
35209,"Michael ""Mike"" West",19.0,Canada,Bronze
35210,"Michael ""Mike"" West",19.0,Canada,Silver
35211,Taribo West,22.0,Nigeria,Gold
35212,Peter Jonathan Westbrook,32.0,United States,Bronze
35213,"Russell Westbrook, Jr.",23.0,United States,Gold
35214,David Guy Westcott,27.0,Great Britain,Bronze
35215,Anke Westendorf (-Maukel),26.0,East Germany,Silver
35216,"August ""Gus"" Wester, Jr.",22.0,United States,Silver
35217,Stellan ke Westerdahl,36.0,Sweden,Silver
35218,Carl Oscar Westergren,24.0,Sweden,Gold
35219,Carl Oscar Westergren,28.0,Sweden,Gold
35220,Carl Oscar Westergren,36.0,Sweden,Gold
35221,Lisa Laetitia Westerhof,30.0,Netherlands,Bronze
35222,Marieke Aleida Westerhof,26.0,Netherlands,Silver
35223,Max Westerkamp,23.0,Netherlands,Bronze
35224,Edvard Vilhelm Westerlund,23.0,Finland,Gold
35225,Edvard Vilhelm Westerlund,27.0,Finland,Bronze
35226,Ernst Theodor Georgsson Westerlund,54.0,Ralia,Bronze
35227,"Karl Mauritz ""Kalle"" Westerlund",26.0,Finland,Bronze
35228,"Gerhardus Bernardus Josephus ""Gerard"" Westermann",51.0,Netherlands,Bronze
35229,"Lieselotte ""Liesel"" Westermann (-Krieg)",23.0,West Germany,Silver
35230,Johan Herbert Westermark,20.0,Sans Atout-1,Silver
35231,Nils Johan Hugo Westermark,19.0,Sans Atout-1,Silver
35232,Georg Gustaf Westling,32.0,Lucky Girl-1,Bronze
35233,Warren DeHaven Westlund,21.0,United States,Gold
35234,Arthur Warrington Westover,43.0,Canada,Silver
35235,Heidi Westphal,21.0,East Germany,Silver
35236,Hans Rolf Wetterstrm,24.0,Sweden,Gold
35237,Hans Rolf Wetterstrm,28.0,Sweden,Silver
35238,Victor Emanuel Wetterstrm,39.0,Sweden,Silver
35239,"Jacob ""Jake"" Wetzel",27.0,Canada,Silver
35240,"Jacob ""Jake"" Wetzel",31.0,Canada,Gold
35241,Roland Wetzig,20.0,East Germany-2,Bronze
35242,Roland Wetzig,24.0,East Germany-1,Gold
35243,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)",14.0,East Germany,Silver
35244,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)",17.0,East Germany,Silver
35245,Roderick Camiel Weusthof,30.0,Netherlands,Silver
35246,Paul Wevers,29.0,Germany,Gold
35247,Sanne Wevers,24.0,Netherlands,Gold
35248,Wverton Pereira da Silva,28.0,Brazil,Gold
35249,Hannelore Weygand,31.0,Germany,Silver
35250,Melchior Wezel,24.0,Switzerland,Gold
35251,Lindsay Marie Whalen,30.0,United States,Gold
35252,Lindsay Marie Whalen,34.0,United States,Gold
35253,"David Lee ""Dave"" Wharton",19.0,United States,Silver
35254,Georgina Wheatcroft (Hawkes-),36.0,Canada,Bronze
35255,"William John ""Bill"" Wheatley",27.0,United States,Gold
35256,Adam Wheeler,27.0,United States,Bronze
35257,Lucile Wheeler (-Vaughan),21.0,Canada,Bronze
35258,"Michael Keith Valentine ""Mike"" Wheeler",21.0,Great Britain,Bronze
35259,Mary Rebecca Whipple,24.0,United States,Silver
35260,Mary Rebecca Whipple,28.0,United States,Gold
35261,Mary Rebecca Whipple,32.0,United States,Gold
35262,"Donald Francis ""Don"" Whiston",24.0,United States,Silver
35263,George Whitaker,43.0,Great Britain-2,Bronze
35264,George Whitaker,47.0,Great Britain,Silver
35265,John Edwin Whitaker,28.0,Great Britain,Silver
35266,John Thomas Whitaker,26.0,Great Britain,Bronze
35267,Michael Whitaker,24.0,Great Britain,Silver
35268,Pernell Whitaker,20.0,United States,Gold
35269,"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",23.0,Great Britain,Bronze
35270,"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",27.0,Great Britain,Silver
35271,"Albert Cosad ""Al"" White",28.0,United States,Gold
35272,George Albert White,30.0,Great Britain,Silver
35273,Amy Lee White (-Ballidis),15.0,United States,Silver
35274,"Isabel Mary ""Belle"" White",17.0,Great Britain,Bronze
35275,"Robert Charles ""Bob"" White",20.0,Canada,Bronze
35276,Christopher Sherratt White,28.0,New Zealand,Bronze
35277,Duncan M. White,30.0,Sri Lanka,Silver
35278,"Edgar Pardee Earle ""Ed"" White",22.0,Complex II,Gold
35279,Graham Ross White,17.0,Australia,Silver
35280,"Joseph Henry ""Jo-Jo"" White",21.0,United States,Gold
35281,"John Galbraith ""Johnny"" White",20.0,United States,Gold
35282,Marilyn Elaine White,19.0,United States,Silver
35283,Miguel S. White,26.0,Philippines,Bronze
35284,William Neil White,28.0,Great Britain,Silver
35285,Nicola White,24.0,Great Britain,Bronze
35286,Nicola White,28.0,Great Britain,Gold
35287,"Reginald James ""Reg"" White",40.0,Great Britain,Gold
35288,"Rodney E. ""Rod"" White",19.0,United States,Gold
35289,"Rodney E. ""Rod"" White",23.0,United States,Bronze
35290,Shaun Roger White,19.0,United States,Gold
35291,Shaun Roger White,23.0,United States,Gold
35292,"Sumner Wheeler White, III",22.0,Complex II,Gold
35293,Tarnee Renee White (-Southwell),19.0,Australia,Silver
35294,Tarnee Renee White (-Southwell),27.0,Australia,Gold
35295,"Wilfrid Harry ""Wilf"" White",48.0,Great Britain,Gold
35296,"Wilfrid Harry ""Wilf"" White",52.0,Great Britain,Bronze
35297,Willye Brown White,16.0,United States,Silver
35298,Willye Brown White,24.0,United States,Silver
35299,"Charles Allen ""Charlie"" White, Jr.",22.0,United States-1,Silver
35300,"Charles Allen ""Charlie"" White, Jr.",26.0,United States-1,Gold
35301,"Charles Allen ""Charlie"" White, Jr.",26.0,United States,Bronze
35302,"Joseph Nicholas Neville ""Nick"" Whitehead",27.0,Great Britain,Bronze
35303,Beverley Joy Whitfield,18.0,Australia,Bronze
35304,Beverley Joy Whitfield,18.0,Australia,Gold
35305,"Malvin Groston ""Mal"" Whitfield",23.0,United States,Bronze
35306,"Malvin Groston ""Mal"" Whitfield",23.0,United States,Gold
35307,"Malvin Groston ""Mal"" Whitfield",27.0,United States,Gold
35308,"Malvin Groston ""Mal"" Whitfield",27.0,United States,Silver
35309,Simon St. Quentin Whitfield,25.0,Canada,Gold
35310,Simon St. Quentin Whitfield,33.0,Canada,Silver
35311,Norman Henry Pownall Whitley,24.0,Great Britain,Silver
35312,Hector Harold Whitlock,32.0,Great Britain,Gold
35313,Max Antony Whitlock,19.0,Great Britain,Bronze
35314,Max Antony Whitlock,23.0,Great Britain,Bronze
35315,Max Antony Whitlock,23.0,Great Britain,Gold
35316,"Michael John ""Mike"" Whitmarsh",34.0,United States-2,Silver
35317,Ashley Ann Whitney,16.0,United States,Gold
35318,"Lawrence Atwood ""Larry"" Whitney",21.0,United States,Bronze
35319,Ryan Whitney,26.0,United States,Silver
35320,"Emelyn Thatcher Whiton (Leonard-, -Righter)",36.0,Llanoria,Gold
35321,Herman Frasch Whiton,44.0,Llanoria,Gold
35322,Herman Frasch Whiton,48.0,Llanoria,Gold
35323,Albert James Whittall,26.0,Smyrna,Silver
35324,Donald Whittall,25.0,Smyrna,Silver
35325,Edward Sidney Whittall,17.0,Smyrna,Silver
35326,Godfrey Whittall,23.0,Smyrna,Silver
35327,Tara Alice Whitten,32.0,Canada,Bronze
35328,"Pauline ""Polly"" Whittier (-Iselin)",23.0,United States,Silver
35329,"Jennifer Hazel ""Jenny"" Whittle",22.0,Australia,Bronze
35330,"Jennifer Hazel ""Jenny"" Whittle",27.0,Australia,Silver
35331,Allen Whitty,56.0,Great Britain,Gold
35332,Lucinda Whitty,22.0,Australia,Silver
35333,Allan Whitwell,26.0,Great Britain,Silver
35334,Rosemarie Whyte,21.0,Jamaica,Bronze
35335,Rosemarie Whyte,25.0,Jamaica,Bronze
35336,Sandra Whyte (-Sweeney),27.0,United States,Gold
35337,Pernilla Christina Wiberg (-Bjerke),21.0,Sweden,Gold
35338,Pernilla Christina Wiberg (-Bjerke),23.0,Sweden,Gold
35339,Pernilla Christina Wiberg (-Bjerke),27.0,Sweden,Silver
35340,Linnea Susanne Wiberg-Gunnarsson,20.0,Sweden,Silver
35341,Linnea Susanne Wiberg-Gunnarsson,28.0,Sweden,Silver
35342,Linnea Susanne Wiberg-Gunnarsson,32.0,Sweden,Gold
35343,Sharon Lynn Wichman (-Jones),16.0,United States,Bronze
35344,Sharon Lynn Wichman (-Jones),16.0,United States,Gold
35345,Tams Wichmann,20.0,Hungary,Silver
35346,Tams Wichmann,24.0,Hungary,Silver
35347,Tams Wichmann,28.0,Hungary,Bronze
35348,Hayley Marie Wickenheiser,19.0,Canada,Silver
35349,Hayley Marie Wickenheiser,23.0,Canada,Gold
35350,Hayley Marie Wickenheiser,27.0,Canada,Gold
35351,Hayley Marie Wickenheiser,31.0,Canada,Gold
35352,Hayley Marie Wickenheiser,35.0,Canada,Gold
35353,Jean Wicki,34.0,Switzerland-1,Bronze
35354,Jean Wicki,38.0,Switzerland-1,Bronze
35355,Jean Wicki,38.0,Switzerland-1,Gold
35356,Emil Edvin Wide (Hermansson-),24.0,Sweden,Bronze
35357,Emil Edvin Wide (Hermansson-),28.0,Sweden,Bronze
35358,Emil Edvin Wide (Hermansson-),28.0,Sweden,Silver
35359,Emil Edvin Wide (Hermansson-),32.0,Sweden,Bronze
35360,Ernst Theodor Wide,23.0,Sweden,Silver
35361,Lydia (Lyydi-) Wideman (-Lehtonen),31.0,Finland,Gold
35362,Nils Johan Widforss,27.0,Sweden,Gold
35363,Andreas Widhlzl,21.0,Austria,Bronze
35364,Andreas Widhlzl,29.0,Austria,Gold
35365,Nova Widianto,30.0,Indonesia-1,Silver
35366,Erica Elizabeth Wiebe,27.0,Canada,Gold
35367,Jordyn Marie Wieber,17.0,United States,Gold
35368,Wanda Wiecha-Wanot,22.0,Poland,Bronze
35369,Henryk Piotr Wieczorek,26.0,Poland,Silver
35370,Fabian Wiede,22.0,Germany,Bronze
35371,Dieter Benedikt Wiedenmann,27.0,West Germany,Gold
35372,Herbert Wiedermann,24.0,Austria,Bronze
35373,Herbert Wiedermann,29.0,Austria,Bronze
35374,Jrgen Wiefel,24.0,East Germany,Silver
35375,Jrgen Wiefel,28.0,East Germany,Silver
35376,Frank Wiegand,21.0,Germany,Silver
35377,Frank Wiegand,25.0,East Germany,Silver
35378,Matthias Wiegand,26.0,East Germany,Silver
35379,Ingolf Wiegert,22.0,East Germany,Gold
35380,Bettina Wiegmann,28.0,Germany,Bronze
35381,Kroly Wieland,22.0,Hungary,Bronze
35382,Geertje Wielema,17.0,Netherlands,Silver
35383,Albertus Wielsma,24.0,Amstel Amsterdam,Bronze
35384,Patrick Wiencek,27.0,Germany,Bronze
35385,Frank Wieneke,22.0,West Germany,Gold
35386,Frank Wieneke,26.0,West Germany,Silver
35387,Henri Jan Wienese,26.0,Netherlands,Gold
35388,Adam Andrzej Wiercioch,27.0,Poland,Silver
35389,Dorothea Wierer,23.0,Italy,Bronze
35390,Peter Noel Jan Wiersum,31.0,Netherlands,Bronze
35391,Kazimierz Wierzyski,33.0,Poland,Gold
35392,Christen Knagenhjelm Wiese,43.0,Heira II,Gold
35393,Roland Wieser,24.0,East Germany,Bronze
35394,Tim Wiesktter,21.0,Germany,Bronze
35395,Tim Wiesktter,25.0,Germany,Gold
35396,Tim Wiesktter,29.0,Germany,Silver
35397,Karl Hugo Wieslander,22.0,Sweden,Gold
35398,Linden Wiesman,25.0,United States,Bronze
35399,"Kenneth George ""Ken"" Wiesner",27.0,United States,Silver
35400,Paul Wiesner,44.0,Aschenbrodel,Silver
35401,Paul Wiesner,44.0,Aschenbrodel,Gold
35402,Frigyes (Friedrich) Wiesner-Mezei,20.0,Hungary,Bronze
35403,Agnieszka Jadwiga Wieszczek-Kordus,25.0,Poland,Bronze
35404,Tone Wieten,22.0,Netherlands,Bronze
35405,Lauritz Wigand-Larsen,24.0,Norway,Silver
35406,"Lones Wesley Wigger, Jr.",27.0,United States,Gold
35407,"Lones Wesley Wigger, Jr.",27.0,United States,Silver
35408,"Lones Wesley Wigger, Jr.",35.0,United States,Gold
35409,Anthony Charles D. Wiggin,30.0,Great Britain,Bronze
35410,Arthur Frederick Reginald Wiggins,20.0,"New College, Oxford-2",Silver
35411,Bradley Marc Wiggins,20.0,Great Britain,Bronze
35412,Bradley Marc Wiggins,24.0,Great Britain,Gold
35413,Bradley Marc Wiggins,24.0,Great Britain,Silver
35414,Bradley Marc Wiggins,24.0,Great Britain,Bronze
35415,Bradley Marc Wiggins,28.0,Great Britain,Gold
35416,Bradley Marc Wiggins,32.0,Great Britain,Gold
35417,Bradley Marc Wiggins,36.0,Great Britain,Gold
35418,"David Henry ""Dave"" Wight",22.0,United States,Gold
35419,Hazel Virginia Wightman (Hotchkiss-),37.0,United States-1,Gold
35420,Ben Wigmore,22.0,Australia,Silver
35421,Candra Wijaya,24.0,Indonesia,Gold
35422,"Cornelis ""Cor"" Wijdekop",22.0,Netherlands,Bronze
35423,"Pieter ""Piet"" Wijdekop",23.0,Netherlands,Bronze
35424,Henri Jacob Marie Wijnoldy-Danils,30.0,Netherlands,Bronze
35425,Henri Jacob Marie Wijnoldy-Danils,34.0,Netherlands,Bronze
35426,David Wijnveldt,20.0,Netherlands,Bronze
35427,Emma Christina Wikn,24.0,Sweden,Gold
35428,Per Olav Wiken,31.0,Norway,Silver
35429,Elis Wiklund,26.0,Sweden,Gold
35430,Tord Erik Wiksten,20.0,Sweden,Bronze
35431,Axel Theodor Wikstrm,24.0,Sweden,Silver
35432,Axel Theodor Wikstrm,28.0,Sweden,Silver
35433,Leif Gordon Wikstrm,38.0,Slaghoken II,Gold
35434,Volmar Valdemar Wikstrm,34.0,Finland,Silver
35435,Doreen Viola Wilber (Hansen-),42.0,United States,Gold
35436,Lisa Margrit Wilcox,37.0,United States,Bronze
35437,Anke Wild,24.0,Germany,Silver
35438,Ute Wild (-Ntzel),23.0,East Germany,Gold
35439,"Victor Ivan ""Vic"" Wild",27.0,Russia,Gold
35440,Deontay Leshun Wilder,22.0,United States,Bronze
35441,"Anthony Frederick ""Tony"" Wilding",28.0,Australasia,Bronze
35442,"Herbert Henry ""Herb"" Wildman",19.0,United States,Bronze
35443,"Benjamin Marshall ""Ben"" Wildman-Tobriner",23.0,United States,Gold
35444,"Erik Wilhelm ""Erkka"" Wiln",25.0,Finland,Silver
35445,George Ellsworth Wiley,23.0,United States,Silver
35446,George Ellsworth Wiley,23.0,United States,Bronze
35447,Mildred Olive Wiley (-Dee),26.0,United States,Bronze
35448,"Katarina ""Kati"" Wilhelm",25.0,Germany,Gold
35449,"Katarina ""Kati"" Wilhelm",25.0,Germany,Silver
35450,"Katarina ""Kati"" Wilhelm",29.0,Germany,Gold
35451,"Katarina ""Kati"" Wilhelm",29.0,Germany,Silver
35452,"Katarina ""Kati"" Wilhelm",33.0,Germany,Bronze
35453,Barbara Wilk-lizowska (-Konopka),21.0,Poland,Bronze
35454,Kristof Wilke,27.0,Germany,Gold
35455,Marina Wilke (-Jhrling),18.0,East Germany,Gold
35456,Marina Wilke (-Jhrling),22.0,East Germany,Gold
35457,Leo Wilhelmson Wilkens,18.0,Roddklubben af 1912-1,Silver
35458,"Thomas Peter ""Tom"" Wilkens",24.0,United States,Bronze
35459,Hermann Wilker,25.0,Ludwigshafener Ruder Verein-1,Bronze
35460,Hermann Wilker,37.0,Ludwigshafener Ruderverein,Gold
35461,"Stephen Bradley ""Brad"" Wilkerson",23.0,United States,Gold
35462,"Deborah ""Debbi"" Wilkes (-Darroch)",17.0,Canada-1,Silver
35463,Rodney Adolphus Wilkes,23.0,Trinidad and Tobago,Silver
35464,Rodney Adolphus Wilkes,27.0,Trinidad and Tobago,Bronze
35465,David Andrew Wilkie,18.0,Great Britain,Silver
35466,David Andrew Wilkie,22.0,Great Britain,Silver
35467,David Andrew Wilkie,22.0,Great Britain,Gold
35468,Bobby-Gaye Wilkins (-Gooden),19.0,Jamaica,Bronze
35469,Brooke Wilkins,22.0,Australia,Bronze
35470,Brooke Wilkins,26.0,Australia,Bronze
35471,Brooke Wilkins,30.0,Australia,Silver
35472,David Robert Wilkins,30.0,Ireland,Silver
35473,"Louis Guy ""Lou"" Wilkins",21.0,United States,Bronze
35474,Mac Maurice Wilkins,25.0,United States,Gold
35475,Mac Maurice Wilkins,33.0,United States,Silver
35476,Cyril Theodore Anstruther Wilkinson,35.0,Great Britain,Gold
35477,George Wilkinson,29.0,Great Britain,Gold
35478,George Wilkinson,33.0,Great Britain,Gold
35479,"James ""Jamie"" Wilkinson",29.0,Ireland,Silver
35480,Laura Ann Wilkinson (-Hulseman),22.0,United States,Gold
35481,Lauren Wilkinson,22.0,Canada,Silver
35482,Rhian Emilie Wilkinson,30.0,Canada,Bronze
35483,Rhian Emilie Wilkinson,34.0,Canada,Bronze
35484,"Robert Ide ""Bob"" Will",23.0,United States,Gold
35485,"Mary Patricia ""Patsy"" Willard (-Heckel)",23.0,United States,Bronze
35486,Elisabeth Willeboordse,29.0,Netherlands,Bronze
35487,Henri P. Willems,24.0,Belgium-1,Bronze
35488,"Jacobus Matheus ""Ko"" Willems",23.0,Netherlands,Gold
35489,"Theodorus ""Theo"" Willems",29.0,Netherlands,Gold
35490,Victor Willems,31.0,Belgium,Bronze
35491,Victor Willems,35.0,Belgium,Gold
35492,"Laura Eveline ""Laurien"" Willemse (-Gales)",22.0,Netherlands,Gold
35493,"Laura Eveline ""Laurien"" Willemse (-Gales)",26.0,Netherlands,Bronze
35494,William Carvalho da Silva,29.0,Brazil,Silver
35495,William de Asevedo Furtado,21.0,Brazil,Gold
35496,Alan Frank Williams,30.0,United States,Gold
35497,Amy Joy Williams,27.0,Great Britain,Gold
35498,Andrae Williams,25.0,Bahamas,Silver
35499,"Archibald Franklin ""Archie"" Williams",21.0,United States,Gold
35500,Guillermo Barney Williams,27.0,Canada,Silver
35501,Basil John Williams,29.0,Great Britain-1,Bronze
35502,"Herbert Philip ""Bert"" Williams",48.0,Kathleen,Gold
35503,Charity Williams,19.0,Canada,Bronze
35504,"Christopher A. ""Chris"" Williams",28.0,Jamaica,Silver
35505,Christa Lee Williams,18.0,United States,Gold
35506,Christa Lee Williams,22.0,United States,Gold
35507,Christania Williams,21.0,Jamaica,Silver
35508,Deron Michael Williams,24.0,United States,Gold
35509,Deron Michael Williams,28.0,United States,Gold
35510,Desai Williams,25.0,Canada,Bronze
35511,"Richard Norris ""Dick"" Williams, III",33.0,United States-1,Gold
35512,Edward Gordon Williams,19.0,Cambridge University Boat Club-2,Bronze
35513,Glenn David Williams,27.0,Australia,Silver
35514,"Howard Earl ""Howie"" Williams",24.0,United States,Gold
35515,James Leighman Williams,22.0,United States,Silver
35516,Jason Gerald Williams,21.0,United States,Bronze
35517,"Jeffrey Francis ""Jeff"" Williams",32.0,Australia,Silver
35518,John Chester Williams,18.0,United States,Gold
35519,John Williams,39.0,United States,Bronze
35520,Lauryn Chenet Williams,20.0,United States,Silver
35521,Lauryn Chenet Williams,28.0,United States,Gold
35522,Lauryn Chenet Williams,30.0,United States-1,Silver
35523,"Lynn Alfred ""Lindsay"" Williams, III",25.0,Glider,Silver
35524,Lucinda Williams (-Adams),23.0,United States,Gold
35525,Lynn Williams (Kanuka-),24.0,Canada,Bronze
35526,Michelle Williams (-Toro),25.0,Canada,Bronze
35527,Natalie Jean Williams,29.0,United States,Gold
35528,Niall Williams,28.0,New Zealand,Silver
35529,Percy Alfred Williams,19.0,Canada,Gold
35530,James Ralph Williams,29.0,Wales-4,Bronze
35531,"Randel Lavelle ""Randy"" Williams",19.0,United States,Gold
35532,"Randel Lavelle ""Randy"" Williams",22.0,United States,Silver
35533,"Robert ""Rob"" Williams",27.0,Great Britain,Silver
35534,"Robert W. Williams, Jr.",63.0,United States,Silver
35535,"Robert W. Williams, Jr.",63.0,Potomac Archers,Gold
35536,Serena Jamika Williams,18.0,United States,Gold
35537,Serena Jamika Williams,26.0,United States-2,Gold
35538,Serena Jamika Williams,30.0,United States,Gold
35539,Serena Jamika Williams,30.0,United States-1,Gold
35540,Sharni Williams,28.0,Australia,Gold
35541,Shericka Nicola Williams,22.0,Jamaica,Silver
35542,Shericka Nicola Williams,22.0,Jamaica,Bronze
35543,Shericka Nicola Williams,26.0,Jamaica,Bronze
35544,"Stephen David ""Steve"" Williams",28.0,Great Britain,Gold
35545,"Stephen David ""Steve"" Williams",32.0,Great Britain,Gold
35546,Susan Rene Williams (Bartholomew-),35.0,United States,Bronze
35547,Todd Michael Williams,29.0,United States,Gold
35548,"Thomas Mark ""Tom"" Williams",19.0,United States,Gold
35549,Ulis C. Williams,22.0,United States,Gold
35550,Venus Ebony Starr Williams,20.0,United States,Gold
35551,Venus Ebony Starr Williams,28.0,United States-2,Gold
35552,Venus Ebony Starr Williams,32.0,United States-1,Gold
35553,Venus Ebony Starr Williams,36.0,United States-1,Silver
35554,Wendy Lian Williams (-Champion),21.0,United States,Bronze
35555,Yvette Winifred Williams (-Corlett),23.0,New Zealand,Gold
35556,"Bernard Rollen Williams, III",22.0,United States,Gold
35557,"Bernard Rollen Williams, III",26.0,United States,Silver
35558,"Ricardo Williams, Jr.",19.0,United States,Silver
35559,Tonique Williams-Darling,28.0,Bahamas,Gold
35560,Novlene Hilaire Williams-Mills,22.0,Jamaica,Bronze
35561,Novlene Hilaire Williams-Mills,26.0,Jamaica,Bronze
35562,Novlene Hilaire Williams-Mills,30.0,Jamaica,Bronze
35563,Novlene Hilaire Williams-Mills,34.0,Jamaica,Silver
35564,Alison Jane Williamson (-Conaghan),32.0,Great Britain,Bronze
35565,Audrey Doreen Swayne Williamson (-Mitchell),21.0,Great Britain,Silver
35566,Darold Andre Williamson,21.0,United States,Gold
35567,"Geoffrey ""Geoff"" Williamson",29.0,Australia,Bronze
35568,Kelly Jeromy Willie,21.0,United States,Gold
35569,"Nicholas Ian ""Nick"" Willis",25.0,New Zealand,Silver
35570,"Nicholas Ian ""Nick"" Willis",33.0,New Zealand,Bronze
35571,"Anthony ""Tony"" Willis",20.0,Great Britain,Bronze
35572,Andr Willms,19.0,Germany,Gold
35573,Andr Willms,23.0,Germany,Gold
35574,Andr Willms,27.0,Germany,Bronze
35575,Kim Marie Willoughby,27.0,United States,Silver
35576,Sam Willoughby,20.0,Australia,Silver
35577,"Timothy John ""Tim"" Willoughby",30.0,Australia,Bronze
35578,"Helen Newington Wills (-Moody, -Roark)",18.0,United States,Gold
35579,"Helen Newington Wills (-Moody, -Roark)",18.0,United States-1,Gold
35580,Nathan James Wilmot,28.0,Australia,Gold
35581,Jan Wils,37.0,Netherlands,Gold
35582,"Alfred Mayo ""Al"" Wilson",20.0,United States,Gold
35583,"Alexander Sheldon ""Alex"" Wilson",20.0,Canada,Bronze
35584,"Alexander Sheldon ""Alex"" Wilson",24.0,Canada,Bronze
35585,"Alexander Sheldon ""Alex"" Wilson",24.0,Canada,Silver
35586,Arthur James Wilson,21.0,Cornwall,Silver
35587,Blaine Carew Wilson,30.0,United States,Silver
35588,Bryon Wilson,21.0,United States,Bronze
35589,"William Stewart Montgomery ""Bud"" Wilson",22.0,Canada,Bronze
35590,Craig Martin Wilson,27.0,United States,Silver
